APS_100_mean	Control_mean	M	D	prob	ranking
SSU72	56.7289424390331	95.1044035007319	-0.745427172914402	38.3754610616988	0.517243129135712	-38.382700183391
RP5-832C2.5	0.333699661406077	5.00549492109115	-3.90689059560852	4.67179525968508	0.468233670279706	-6.09011207404841
RP11-345P4.11	NA	NA	NA	NA	NA	0
FNDC10	3.33699661406077	3.33699661406077	0	0	0.425168473186376	0
RP11-345P4.9	NA	NA	NA	NA	NA	0
MIB2	6.67399322812154	11.6794881492127	-0.807354922057604	5.00549492109115	0.425168473186376	-5.07018750888367
MMP23B	NA	NA	NA	NA	NA	0
CDK11B	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
RP11-345P4.10	NA	NA	NA	NA	NA	0
SLC35E2B	10.0109898421823	8.34249153515192	0.263034405833794	1.66849830703038	0.425168473186376	1.68910440743478
RP11-345P4.6	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
MMP23A	NA	NA	NA	NA	NA	0
CDK11A	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
RP1-283E3.8	NA	NA	NA	NA	NA	0
RP1-283E3.4	NA	NA	NA	NA	NA	0
SLC35E2	NA	NA	NA	NA	NA	0
NADK	16.6849830703038	20.0219796843646	-0.263034405833794	3.33699661406077	0.425168473186376	-3.34734723339324
GNB1	206.893790071768	298.661196958439	-0.529619466877381	91.7674068866711	0.489399382941582	-91.7689351767991
RP1-140A9.1	NA	NA	NA	NA	NA	0
CALML6	NA	NA	NA	NA	NA	0
TMEM52	3.33699661406077	1.66849830703038	1	1.66849830703038	0.468233670279706	1.94522147853741
CFAP74	NA	NA	NA	NA	NA	0
RP11-547D24.1	NA	NA	NA	NA	NA	0
GABRD	3.33699661406077	0.166849830703038	4.32192809488736	3.17014678335773	0.468233670279706	5.35993405606917
RP11-547D24.3	NA	NA	NA	NA	NA	0
PRKCZ	10.0109898421823	3.33699661406077	1.58496250072116	6.67399322812154	0.468233670279706	6.85961308950471
RP5-892K4.1	NA	NA	NA	NA	NA	0
PRKCZ-AS1	NA	NA	NA	NA	NA	0
FAAP20	33.3699661406077	18.3534813773342	0.862496476250065	15.0164847632735	0.466712337108757	15.0412338196428
RP11-181G12.4	NA	NA	NA	NA	NA	0
SKI	43.38095598279	43.38095598279	0	0	0.425168473186376	0
MORN1	3.33699661406077	1.66849830703038	1	1.66849830703038	0.468233670279706	1.94522147853741
RP4-713A8.1	NA	NA	NA	NA	NA	0
RP4-740C4.5	NA	NA	NA	NA	NA	0
RP4-740C4.7	NA	NA	NA	NA	NA	0
RER1	53.3919458249723	53.3919458249723	0	0	0.425168473186376	0
PEX10	13.3479864562431	1.66849830703038	3	11.6794881492127	0.54108005521049	12.0586252710498
PLCH2	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
RP3-395M20.2	NA	NA	NA	NA	NA	0
RP3-395M20.3	NA	NA	NA	NA	NA	0
PANK4	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
HES5	NA	NA	NA	NA	NA	0
RP3-395M20.12	NA	NA	NA	NA	NA	0
RP3-395M20.8	NA	NA	NA	NA	NA	0
TNFRSF14	NA	NA	NA	NA	NA	0
RP3-395M20.7	NA	NA	NA	NA	NA	0
RP3-395M20.9	NA	NA	NA	NA	NA	0
FAM213B	NA	NA	NA	NA	NA	0
MMEL1	NA	NA	NA	NA	NA	0
RP13-436F16.1	NA	NA	NA	NA	NA	0
TTC34	NA	NA	NA	NA	NA	0
ABC14-1188822O7.1	NA	NA	NA	NA	NA	0
RP11-740P5.2	NA	NA	NA	NA	NA	0
RP11-740P5.3	NA	NA	NA	NA	NA	0
ACTRT2	NA	NA	NA	NA	NA	0
LINC00982	0.333699661406077	5.00549492109115	-3.90689059560852	4.67179525968508	0.468233670279706	-6.09011207404841
PRDM16	13.3479864562431	10.0109898421823	0.415037499278844	3.33699661406077	0.425168473186376	3.3627076185807
MIR4251	NA	NA	NA	NA	NA	0
RP1-163G9.2	NA	NA	NA	NA	NA	0
RP11-193J6.1	3.33699661406077	0.166849830703038	4.32192809488736	3.17014678335773	0.468233670279706	5.35993405606917
RP11-22L13.1	NA	NA	NA	NA	NA	0
ARHGEF16	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
RP11-168F9.2	NA	NA	NA	NA	NA	0
MEGF6	NA	NA	NA	NA	NA	0
MIR551A	NA	NA	NA	NA	NA	0
RP11-46F15.2	NA	NA	NA	NA	NA	0
TPRG1L	3.33699661406077	10.0109898421823	-1.58496250072116	6.67399322812154	0.468233670279706	-6.85961308950471
WRAP73	16.6849830703038	20.0219796843646	-0.263034405833794	3.33699661406077	0.425168473186376	-3.34734723339324
TP73	6.67399322812154	10.0109898421823	-0.584962500721156	3.33699661406077	0.425168473186376	-3.38787950339191
RP5-1092A11.5	NA	NA	NA	NA	NA	0
RP5-1092A11.2	NA	NA	NA	NA	NA	0
TP73-AS1	6.67399322812154	23.3589762984254	-1.8073549220576	16.6849830703038	0.579403645516178	-16.7825859708989
CCDC27	NA	NA	NA	NA	NA	0
SMIM1	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
LRRC47	30.0329695265469	36.7069627546685	-0.289506617194985	6.67399322812154	0.425168473186376	-6.68026943247141
RN7SL574P	NA	NA	NA	NA	NA	0
RP1-286D6.5	NA	NA	NA	NA	NA	0
CEP104	0.333699661406077	16.6849830703038	-5.64385618977472	16.3512834088978	0.695392359842488	-17.297906862073
DFFB	3.33699661406077	5.00549492109115	-0.584962500721156	1.66849830703038	0.425168473186376	-1.76806892620543
C1orf174	10.0109898421823	18.3534813773342	-0.874469117916141	8.34249153515192	0.463212966345959	-8.38819773564444
LINC01134	NA	NA	NA	NA	NA	0
LINC01346	NA	NA	NA	NA	NA	0
LINC01345	NA	NA	NA	NA	NA	0
EEF1DP6	NA	NA	NA	NA	NA	0
LINC01777	NA	NA	NA	NA	NA	0
RP1-37J18.1	NA	NA	NA	NA	NA	0
LINC01646	NA	NA	NA	NA	NA	0
AJAP1	3.33699661406077	0.166849830703038	4.32192809488736	3.17014678335773	0.468233670279706	5.35993405606917
RP11-542C10.1	NA	NA	NA	NA	NA	0
RP1-58B11.1	NA	NA	NA	NA	NA	0
RP3-491M17.1	NA	NA	NA	NA	NA	0
RP11-154H17.1	NA	NA	NA	NA	NA	0
MIR4417	NA	NA	NA	NA	NA	0
MIR4689	0.333699661406077	3.33699661406077	-3.32192809488736	3.00329695265469	0.468233670279706	-4.47828079215975
NPHP4	13.3479864562431	1.66849830703038	3	11.6794881492127	0.54108005521049	12.0586252710498
KCNAB2	3.33699661406077	0.166849830703038	4.32192809488736	3.17014678335773	0.468233670279706	5.35993405606917
CHD5	10.0109898421823	8.34249153515192	0.263034405833794	1.66849830703038	0.425168473186376	1.68910440743478
RPL22	33.3699661406077	40.0439593687292	-0.263034405833794	6.67399322812154	0.425168473186376	-6.67917455286688
RP1-120G22.11	6.67399322812154	3.33699661406077	1	3.33699661406077	0.468233670279706	3.48361111524421
RNF207	23.3589762984254	3.33699661406077	2.8073549220576	20.0219796843646	0.589304997361263	20.2178364851314
ICMT	23.3589762984254	46.7179525968508	-1	23.3589762984254	0.566436284658791	-23.3803715477406
LINC00337	NA	NA	NA	NA	NA	0
HES3	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
GPR153	3.33699661406077	1.66849830703038	1	1.66849830703038	0.468233670279706	1.94522147853741
ACOT7	10.0109898421823	33.3699661406077	-1.73696559416621	23.3589762984254	0.579403645516178	-23.4234673604425
RP1-202O8.3	NA	NA	NA	NA	NA	0
HES2	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
ESPN	NA	NA	NA	NA	NA	0
MIR4252	NA	NA	NA	NA	NA	0
RP1-202O8.2	NA	NA	NA	NA	NA	0
TNFRSF25	NA	NA	NA	NA	NA	0
PLEKHG5	0.333699661406077	5.00549492109115	-3.90689059560852	4.67179525968508	0.468233670279706	-6.09011207404841
NOL9	73.4139255093369	120.131878106188	-0.710493382805015	46.7179525968508	0.513931514634839	-46.7233549275799
RNU6-731P	NA	NA	NA	NA	NA	0
RP11-58A11.2	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
TAS1R1	NA	NA	NA	NA	NA	0
ZBTB48	6.67399322812154	11.6794881492127	-0.807354922057604	5.00549492109115	0.425168473186376	-5.07018750888367
KLHL21	30.0329695265469	41.7124576757596	-0.473931188332412	11.6794881492127	0.450097430276458	-11.6890998027596
PHF13	13.3479864562431	28.3644712195165	-1.08746284125034	15.0164847632735	0.539976860309341	-15.0558091804036
THAP3	3.33699661406077	18.3534813773342	-2.4594316186373	15.0164847632735	0.549878212154427	-15.2165573811022
DNAJC11	40.0439593687292	28.3644712195165	0.497499659470817	11.6794881492127	0.450097430276458	11.69007909891
LINC01672	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
RP11-312B8.1	NA	NA	NA	NA	NA	0
CAMTA1	3.33699661406077	8.34249153515192	-1.32192809488736	5.00549492109115	0.468233670279706	-5.17711051583041
RP11-312B8.2	NA	NA	NA	NA	NA	0
RP11-334N17.1	NA	NA	NA	NA	NA	0
RNU1-8P	NA	NA	NA	NA	NA	0
CAMTA1-IT1	NA	NA	NA	NA	NA	0
RP3-453P22.2	NA	NA	NA	NA	NA	0
RP4-549F15.1	NA	NA	NA	NA	NA	0
RP11-338N10.1	NA	NA	NA	NA	NA	0
RP11-338N10.2	NA	NA	NA	NA	NA	0
RP11-338N10.3	NA	NA	NA	NA	NA	0
VAMP3	33.3699661406077	53.3919458249723	-0.678071905112638	20.0219796843646	0.480144521576747	-20.0334583132721
RP3-467L1.6	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
PER3	20.0219796843646	21.690477991395	-0.115477217419936	1.66849830703038	0.425168473186376	-1.67248963772763
RP3-467L1.4	NA	NA	NA	NA	NA	0
UTS2	NA	NA	NA	NA	NA	0
TNFRSF9	0.333699661406077	3.33699661406077	-3.32192809488736	3.00329695265469	0.468233670279706	-4.47828079215975
RP5-892F13.2	NA	NA	NA	NA	NA	0
PARK7	66.7399322812154	81.7564170444888	-0.292781749227846	15.0164847632735	0.438538748832866	-15.0193387270647
Y_RNA	13508.162293718	5659.54625744706	1.25507312013111	7848.61603627093	0.677590021515853	7848.61613662037
ERRFI1	236.926759598315	263.622732510801	-0.154033628672421	26.6959729124862	0.43271526001705	-26.6964172896469
RP11-431K24.1	3.33699661406077	1.66849830703038	1	1.66849830703038	0.468233670279706	1.94522147853741
CTA-215D11.4	NA	NA	NA	NA	NA	0
RP11-431K24.2	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
LINC01714	3.33699661406077	0.166849830703038	4.32192809488736	3.17014678335773	0.468233670279706	5.35993405606917
RNU1-7P	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
RP11-431K24.4	NA	NA	NA	NA	NA	0
RNU6-991P	NA	NA	NA	NA	NA	0
SLC45A1	3.33699661406077	1.66849830703038	1	1.66849830703038	0.468233670279706	1.94522147853741
RERE	80.0879187374585	88.4304102726104	-0.142957953842043	8.34249153515191	0.428983477448951	-8.34371631772365
RP5-1115A15.1	3.33699661406077	0.166849830703038	4.32192809488736	3.17014678335773	0.468233670279706	5.35993405606917
SNORA77	313.677681721712	98.4414001147927	1.6719458023158	215.23628160692	0.713966021191085	215.242775309043
RP5-1115A15.2	NA	NA	NA	NA	NA	0
RPL7P11	NA	NA	NA	NA	NA	0
RPL7P7	NA	NA	NA	NA	NA	0
RP4-633I8.3	NA	NA	NA	NA	NA	0
RP4-633I8.4	3.33699661406077	0.166849830703038	4.32192809488736	3.17014678335773	0.468233670279706	5.35993405606917
RPL23AP19	NA	NA	NA	NA	NA	0
ENO1	340.373654634198	457.168536126325	-0.425606740989031	116.794881492127	0.482809645597369	-116.795656956318
MIR6728	3.33699661406077	3.33699661406077	0	0	0.425168473186376	0
ENO1-IT1	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
ENO1-AS1	NA	NA	NA	NA	NA	0
RNU6-304P	NA	NA	NA	NA	NA	0
HMGN2P17	NA	NA	NA	NA	NA	0
RP3-477M7.5	NA	NA	NA	NA	NA	0
RP3-477M7.6	NA	NA	NA	NA	NA	0
CA6	3.33699661406077	0.166849830703038	4.32192809488736	3.17014678335773	0.468233670279706	5.35993405606917
RN7SL451P	NA	NA	NA	NA	NA	0
SLC2A7	NA	NA	NA	NA	NA	0
SLC2A5	NA	NA	NA	NA	NA	0
SCARNA16	0.333699661406077	3.33699661406077	-3.32192809488736	3.00329695265469	0.468233670279706	-4.47828079215975
GPR157	10.0109898421823	10.0109898421823	0	0	0.425168473186376	0
MIR34AHG	NA	NA	NA	NA	NA	0
MIR34A	NA	NA	NA	NA	NA	0
LINC01759	NA	NA	NA	NA	NA	0
RP3-510D11.4	NA	NA	NA	NA	NA	0
H6PD	20.0219796843646	3.33699661406077	2.58496250072116	16.6849830703038	0.589304997361263	16.8840365785691
SPSB1	3.33699661406077	0.166849830703038	4.32192809488736	3.17014678335773	0.468233670279706	5.35993405606917
RNA5SP40	NA	NA	NA	NA	NA	0
RP13-392I16.1	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
SLC25A33	10.0109898421823	11.6794881492127	-0.222392421336448	1.66849830703038	0.425168473186376	-1.68325428549318
RP13-15M17.1	0.333699661406077	6.67399322812154	-4.32192809488736	6.34029356671546	0.468233670279706	-7.67322519997362
TMEM201	23.3589762984254	16.6849830703038	0.485426827170242	6.67399322812154	0.425168473186376	6.69162348115528
PIK3CD	3.33699661406077	8.34249153515192	-1.32192809488736	5.00549492109115	0.468233670279706	-5.17711051583041
PIK3CD-AS1	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
RP11-558F24.2	NA	NA	NA	NA	NA	0
PIK3CD-AS2	NA	NA	NA	NA	NA	0
CLSTN1	36.7069627546685	46.7179525968508	-0.347923303420306	10.0109898421823	0.442412617220801	-10.0170339045718
MZT1P1	NA	NA	NA	NA	NA	0
RP11-84A14.7	NA	NA	NA	NA	NA	0
CTNNBIP1	0.333699661406077	5.00549492109115	-3.90689059560852	4.67179525968508	0.468233670279706	-6.09011207404841
RP11-84A14.5	NA	NA	NA	NA	NA	0
LZIC	3.33699661406077	25.0274746054558	-2.90689059560852	21.690477991395	0.589304997361263	-21.8843973741574
RP11-84A14.4	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
NMNAT1	3.33699661406077	6.67399322812154	-1	3.33699661406077	0.468233670279706	-3.48361111524421
RN7SKP269	NA	NA	NA	NA	NA	0
RP11-84A14.6	NA	NA	NA	NA	NA	0
MIR5697	NA	NA	NA	NA	NA	0
RP11-807G9.2	NA	NA	NA	NA	NA	0
RBP7	0.333699661406077	3.33699661406077	-3.32192809488736	3.00329695265469	0.468233670279706	-4.47828079215975
UBE4B	40.0439593687292	48.3864509038811	-0.273018494406416	8.34249153515192	0.437712621280396	-8.34695777588274
RP11-496H15.2	NA	NA	NA	NA	NA	0
PGAM1P11	0.333699661406077	3.33699661406077	-3.32192809488736	3.00329695265469	0.468233670279706	-4.47828079215975
RNU6-828P	NA	NA	NA	NA	NA	0
KIF1B	46.7179525968508	76.7509221233977	-0.716207033999409	30.0329695265469	0.506569439369951	-30.0415081362112
MIR1273D	NA	NA	NA	NA	NA	0
RNU6-37P	NA	NA	NA	NA	NA	0
RN7SL731P	NA	NA	NA	NA	NA	0
PGD	86.76191196558	71.7454272023065	0.274174963438994	15.0164847632735	0.438538748832866	15.0189875343247
RP4-736L20.3	NA	NA	NA	NA	NA	0
APITD1-CORT	NA	NA	NA	NA	NA	0
CENPS	NA	NA	NA	NA	NA	0
CORT	NA	NA	NA	NA	NA	0
DFFA	60.0659390530938	36.7069627546685	0.710493382805015	23.3589762984254	0.480144521576747	23.3697790866197
RP5-1113E3.3	NA	NA	NA	NA	NA	0
PEX14	10.0109898421823	3.33699661406077	1.58496250072116	6.67399322812154	0.468233670279706	6.85961308950471
RN7SL614P	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
CASZ1	3.33699661406077	8.34249153515192	-1.32192809488736	5.00549492109115	0.468233670279706	-5.17711051583041
RP4-734G22.3	3.33699661406077	0.166849830703038	4.32192809488736	3.17014678335773	0.468233670279706	5.35993405606917
HSPE1P24	NA	NA	NA	NA	NA	0
C1orf127	NA	NA	NA	NA	NA	0
CFL1P6	3.33699661406077	0.166849830703038	4.32192809488736	3.17014678335773	0.468233670279706	5.35993405606917
TARDBP	26.6959729124862	21.690477991395	0.299560281858908	5.00549492109116	0.425168473186376	5.01445069449653
RP4-635E18.9	NA	NA	NA	NA	NA	0
MASP2	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
RP4-635E18.8	NA	NA	NA	NA	NA	0
SRM	133.479864562431	206.893790071768	-0.632268215499513	73.4139255093369	0.520145739455202	-73.4166481241605
EXOSC10	16.6849830703038	38.3754610616988	-1.20163386116965	21.690477991395	0.566436284658791	-21.7237372344516
RP4-635E18.7	3.33699661406077	0.166849830703038	4.32192809488736	3.17014678335773	0.468233670279706	5.35993405606917
RP4-635E18.6	NA	NA	NA	NA	NA	0
MTOR	70.0769288952761	60.0659390530938	0.222392421336448	10.0109898421823	0.434583688547883	10.0134597422342
MTOR-AS1	NA	NA	NA	NA	NA	0
RNU6-537P	3.33699661406077	6.67399322812154	-1	3.33699661406077	0.468233670279706	-3.48361111524421
ANGPTL7	NA	NA	NA	NA	NA	0
RNU6-291P	NA	NA	NA	NA	NA	0
RPL39P6	NA	NA	NA	NA	NA	0
UBIAD1	10.0109898421823	20.0219796843646	-1	10.0109898421823	0.531178703365404	-10.0608109822358
UBE2V2P3	0.333699661406077	1.66849830703038	-2.32192809488736	1.33479864562431	0.468233670279706	-2.67825269573051
MTCYBP45	NA	NA	NA	NA	NA	0
DISP3	NA	NA	NA	NA	NA	0
LINC01647	NA	NA	NA	NA	NA	0
FBXO2	16.6849830703038	13.3479864562431	0.321928094887362	3.33699661406077	0.425168473186376	3.3524892394355
FBXO44	16.6849830703038	10.0109898421823	0.736965594166206	6.67399322812154	0.425168473186376	6.7145590991514
FBXO6	NA	NA	NA	NA	NA	0
